N,P,K,temperature,humidity,ph,rainfall,soil_type,season,region,soil_moisture,irrigation,sunlight,crop
97.2,51.1,59.7,24.14,86.72,5.49,2651.04,Peaty,Whole Year,South India,76.8,Available,5.79,Tea
88.7,65.4,74.9,34.03,65.91,6.18,993.93,Red Soil,Whole Year,South India,49.22,Rainfed,6.8,Mango
46.6,28.5,24.1,26.54,42.45,6.15,514.52,Sandy,Kharif,West India,39.24,Rainfed,8.68,Millet
101.2,52.1,76.3,33.79,55.51,5.94,911.26,Red Soil,Whole Year,South India,56.54,Available,8.06,Mango
101.1,49.3,39.7,31.22,85.66,6.53,1887.94,Loamy,Kharif,East India,92.59,Available,8.14,Rice
90.8,42.7,32.7,24.16,50.0,7.05,325.73,Sandy,Rabi,North India,43.84,Available,8.81,Barley
89.8,42.5,84.8,32.03,61.02,6.28,847.35,Loamy,Whole Year,North India,51.83,Available,8.8,Mango
129.7,99.4,144.7,28.26,81.94,6.23,1954.8,Loamy,Whole Year,South India,69.74,Available,8.89,Banana
91.6,51.9,93.9,20.58,73.59,5.86,2322.31,Peaty,Whole Year,South India,73.71,Available,5.05,Coffee
26.0,63.1,34.2,21.22,26.51,7.03,448.43,Black Soil,Rabi,Central India,34.73,Rainfed,7.85,Chickpea
63.7,36.1,37.6,13.92,46.95,7.12,433.47,Loamy,Rabi,North India,42.93,Available,8.51,Mustard
123.4,75.4,185.2,26.12,79.05,6.67,1967.39,Clay,Whole Year,South India,77.07,Available,8.5,Banana
89.8,33.9,65.5,30.51,74.82,7.3,1290.98,Red Soil,Whole Year,West India,58.34,Available,7.39,Mango
110.1,58.4,49.2,13.44,61.23,5.87,321.26,Loamy,Rabi,North India,47.09,Rainfed,6.13,Mustard
103.5,38.1,47.0,31.23,39.77,7.54,683.26,Black Soil,Kharif,Central India,70.01,Available,8.7,Cotton
118.5,48.4,69.5,24.64,86.64,4.66,2769.67,Peaty,Whole Year,Himalayan Region,76.23,Rainfed,4.46,Tea
97.6,39.0,102.6,21.37,78.97,6.2,2224.13,Loamy,Whole Year,South India,66.33,Rainfed,5.46,Coffee
66.7,49.4,41.3,20.05,40.47,6.99,514.32,Black Soil,Kharif,West India,37.49,Rainfed,7.67,Sorghum
53.7,44.1,123.4,21.47,85.88,7.17,1631.77,Sandy,Whole Year,South India,79.03,Available,10.38,Coconut
18.3,67.5,34.5,18.37,49.93,7.04,447.47,Black Soil,Rabi,Central India,39.59,Rainfed,9.36,Chickpea
133.5,104.7,155.8,25.82,88.64,5.92,2329.8,Clay,Whole Year,South India,70.78,Drip Irrigation,6.57,Banana
109.8,47.4,85.7,22.99,83.17,4.7,2554.67,Peaty,Whole Year,Himalayan Region,72.22,Rainfed,5.68,Tea
153.6,78.6,154.1,31.35,81.86,6.66,2069.38,Loamy,Whole Year,South India,64.97,Available,9.05,Banana
42.8,56.7,33.1,26.45,64.22,6.05,544.97,Loamy,Rabi,Central India,43.68,Rainfed,6.93,Chickpea
75.7,38.7,44.3,15.55,50.14,7.48,390.81,Loamy,Rabi,North India,42.14,Rainfed,8.65,Barley
32.7,63.7,52.4,28.35,74.16,6.28,756.95,Black Soil,Kharif,West India,70.71,Rainfed,7.58,Soybean
85.3,56.5,38.3,14.0,59.34,6.92,301.38,Sandy,Rabi,West India,43.29,Available,8.06,Mustard
22.9,44.0,27.2,15.97,62.86,6.22,482.87,Loamy,Rabi,North India,27.87,Available,7.83,Lentil
109.5,97.6,106.1,16.88,72.69,5.52,584.42,Loamy,Rabi,East India,77.02,Available,7.33,Potato
74.5,37.1,26.1,34.66,49.06,6.8,663.94,Loamy,Rabi,Central India,41.05,Rainfed,9.39,Sorghum
101.2,53.9,83.7,19.11,81.28,5.6,2156.96,Loamy,Whole Year,South India,66.87,Rainfed,7.28,Coffee
29.5,46.3,27.5,20.51,47.85,6.64,494.96,Loamy,Rabi,East India,49.07,Rainfed,7.48,Lentil
137.4,40.2,49.8,22.41,89.49,4.34,2517.03,Peaty,Whole Year,Himalayan Region,80.37,Available,6.75,Tea
47.8,32.3,35.0,24.06,48.01,5.31,790.08,Sandy,Kharif,South India,47.79,Rainfed,9.31,Groundnut
83.1,33.5,31.2,29.9,47.05,6.53,1349.81,Sandy,Kharif,Central India,47.18,Available,8.47,Maize
87.1,61.2,95.6,19.73,75.43,6.04,1603.45,Loamy,Whole Year,South India,75.47,Available,5.4,Coffee
108.5,49.9,111.4,24.79,77.34,5.24,1721.11,Peaty,Whole Year,South India,74.38,Available,6.98,Coffee
70.9,34.4,127.3,37.28,80.85,5.63,1698.05,Sandy,Whole Year,South India,58.6,Rainfed,9.89,Coconut
27.9,53.3,27.3,18.26,58.85,6.82,730.65,Loamy,Rabi,North India,33.7,Available,7.49,Chickpea
104.6,44.4,42.4,24.38,84.51,5.91,2624.26,Clay,Kharif,East India,98.0,Rainfed,7.17,Rice
101.3,42.1,84.2,21.18,82.36,4.9,2325.34,Loamy,Whole Year,East India,83.04,Rainfed,5.07,Tea
72.3,45.5,40.7,16.34,35.68,7.4,452.12,Loamy,Rabi,North India,47.37,Rainfed,8.73,Barley
40.9,38.0,134.4,33.78,90.43,6.85,1849.86,Sandy,Whole Year,West India,68.66,Available,8.64,Coconut
112.0,52.5,86.2,24.5,63.33,5.81,2088.8,Peaty,Whole Year,South India,71.6,Rainfed,7.86,Coffee
106.4,91.1,90.1,23.21,73.69,6.35,1196.47,Loamy,Kharif,South India,57.22,Drip Irrigation,9.24,Tomato
81.5,89.8,103.8,19.67,65.41,5.1,666.97,Loamy,Rabi,North India,53.17,Available,5.69,Potato
88.2,42.3,38.5,27.63,39.76,7.11,551.47,Loamy,Kharif,South India,38.68,Rainfed,8.65,Sorghum
60.3,69.0,45.3,24.96,64.59,6.51,737.3,Black Soil,Kharif,Central India,54.07,Rainfed,7.97,Soybean
128.6,63.2,48.1,30.75,52.92,6.76,631.84,Black Soil,Kharif,West India,38.46,Available,10.27,Cotton
109.6,50.1,54.1,23.21,69.24,6.53,2238.59,Loamy,Kharif,South India,81.29,Rainfed,6.94,Rice
107.9,56.8,48.8,24.46,78.54,7.84,986.51,Loamy,Kharif,West India,57.5,Drip Irrigation,10.44,Cotton
95.7,70.7,120.3,26.88,65.12,6.88,1136.37,Loamy,Rabi,West India,60.98,Drip Irrigation,7.35,Tomato
136.1,54.7,46.6,14.48,45.45,7.15,870.91,Clay,Rabi,Central India,38.35,Available,8.42,Wheat
126.9,51.5,63.1,29.22,76.26,6.31,2013.56,Clay,Whole Year,North India,74.61,Available,7.75,Sugarcane
63.6,55.9,49.9,22.99,59.37,6.51,654.31,Black Soil,Kharif,West India,39.27,Rainfed,9.74,Sorghum
56.4,47.7,167.5,29.35,81.76,7.34,1684.73,Sandy,Whole Year,West India,68.79,Available,8.98,Coconut
104.0,82.2,95.3,22.35,70.36,6.25,807.8,Sandy,Rabi,West India,65.82,Available,8.59,Tomato
52.3,47.1,117.1,35.35,73.31,6.21,1881.03,Loamy,Whole Year,West India,84.17,Available,7.83,Coconut
39.5,56.7,50.7,19.22,72.73,6.1,916.19,Black Soil,Kharif,Central India,81.11,Rainfed,8.68,Soybean
131.7,51.2,47.8,22.73,52.73,7.02,855.26,Loamy,Rabi,North India,50.13,Available,8.6,Wheat
66.8,41.4,33.2,21.35,53.14,7.22,576.89,Loamy,Rabi,North India,50.41,Rainfed,8.03,Barley
37.5,67.2,7.5,23.94,61.05,7.08,613.37,Loamy,Rabi,North India,40.05,Rainfed,9.35,Chickpea
80.1,44.8,57.3,24.35,59.81,5.93,870.95,Loamy,Kharif,North India,57.43,Available,8.2,Maize
71.9,45.3,63.8,29.52,64.88,6.74,830.74,Loamy,Whole Year,South India,53.56,Rainfed,9.62,Mango
54.5,88.0,47.8,24.67,62.94,7.07,950.94,Black Soil,Kharif,Central India,62.08,Rainfed,9.81,Soybean
29.1,50.5,27.8,19.04,54.37,6.26,417.19,Silty,Rabi,North India,44.69,Rainfed,5.95,Lentil
72.0,62.5,42.2,30.69,74.97,5.85,2350.93,Clay,Kharif,East India,95.19,Canal Irrigation,7.15,Rice
126.7,54.5,105.6,22.58,61.98,6.26,1151.14,Loamy,Whole Year,South India,61.15,Available,8.39,Tomato
25.6,61.8,34.8,20.6,59.02,6.25,399.45,Silty,Rabi,North India,38.81,Rainfed,9.45,Lentil
104.9,39.0,48.0,14.68,38.42,6.84,878.13,Loamy,Rabi,North India,52.32,Canal Irrigation,7.98,Wheat
74.5,37.8,43.2,30.23,61.66,7.15,418.95,Black Soil,Rabi,Central India,36.35,Rainfed,10.85,Sorghum
102.2,91.7,112.1,27.14,77.21,6.71,908.09,Loamy,Kharif,South India,64.83,Drip Irrigation,7.02,Tomato
26.0,83.4,44.5,27.58,82.65,6.58,1055.21,Black Soil,Kharif,Central India,58.64,Rainfed,6.6,Soybean
9.8,54.0,35.7,20.57,43.49,7.35,628.43,Black Soil,Rabi,North India,30.6,Available,7.73,Chickpea
94.3,110.3,109.2,21.5,57.02,5.34,604.76,Loamy,Rabi,North India,64.93,Drip Irrigation,8.25,Potato
131.9,73.9,106.6,27.6,69.22,6.43,798.49,Loamy,Whole Year,South India,55.11,Drip Irrigation,8.01,Tomato
89.5,31.7,36.1,25.27,78.32,6.41,2138.31,Loamy,Kharif,South India,66.03,Available,6.85,Rice
120.9,65.1,87.1,26.64,67.43,6.29,894.0,Loamy,Whole Year,North India,49.52,Drip Irrigation,8.09,Tomato
88.5,35.1,33.7,17.27,41.46,7.68,431.54,Loamy,Rabi,North India,42.21,Rainfed,7.21,Barley
87.7,47.9,50.0,16.21,42.55,7.31,631.59,Loamy,Rabi,Himalayan Region,43.58,Available,8.41,Barley
43.1,17.7,37.7,32.68,38.16,6.55,451.2,Sandy,Kharif,Central India,38.48,Rainfed,9.53,Millet
41.2,38.7,40.7,25.23,46.29,7.43,545.31,Black Soil,Kharif,Central India,50.65,Available,10.05,Sorghum
44.4,33.6,35.6,27.61,69.29,6.31,1158.23,Sandy,Kharif,West India,54.16,Available,8.26,Groundnut
108.4,46.2,80.6,19.74,87.58,5.27,2637.63,Peaty,Whole Year,Himalayan Region,72.96,Rainfed,5.9,Tea
121.8,85.3,124.4,21.82,54.07,6.53,1074.11,Loamy,Rabi,North India,61.27,Drip Irrigation,9.78,Tomato
124.6,49.3,64.2,19.83,87.47,5.03,2156.58,Peaty,Whole Year,East India,78.98,Available,4.65,Tea
113.7,75.4,91.6,30.62,69.43,6.59,835.56,Loamy,Whole Year,West India,67.86,Available,5.98,Tomato
101.4,46.7,74.9,32.69,58.86,6.2,1314.66,Loamy,Whole Year,North India,54.08,Rainfed,9.88,Mango
86.7,69.3,28.3,23.17,49.72,5.69,835.18,Sandy,Kharif,North India,62.52,Available,7.32,Maize
69.7,41.4,44.5,32.29,46.49,6.77,553.41,Sandy,Kharif,West India,28.02,Rainfed,9.51,Sorghum
79.3,45.5,37.0,30.02,72.21,6.17,2846.48,Loamy,Kharif,South India,80.05,Available,7.54,Rice
79.2,42.8,26.3,14.54,53.71,7.13,589.3,Loamy,Rabi,North India,48.14,Rainfed,7.79,Barley
147.2,87.8,132.4,31.86,82.96,6.32,2020.9,Clay,Whole Year,South India,69.99,Available,8.67,Banana
42.0,90.5,50.2,26.08,67.4,6.54,983.87,Black Soil,Kharif,West India,54.87,Available,8.34,Soybean
125.9,65.2,45.8,17.65,44.96,5.99,531.3,Loamy,Rabi,Central India,54.42,Canal Irrigation,6.61,Wheat
109.4,66.2,112.0,18.92,58.02,6.45,1063.08,Sandy,Whole Year,West India,59.53,Drip Irrigation,9.39,Tomato
66.1,49.6,34.9,16.81,49.55,6.12,338.56,Loamy,Rabi,North India,43.65,Rainfed,7.51,Mustard
112.4,41.8,68.1,24.68,86.93,5.13,2485.25,Peaty,Whole Year,East India,76.44,Available,7.36,Tea
52.8,39.4,48.5,30.29,54.69,8.12,500.8,Black Soil,Rabi,South India,35.85,Rainfed,9.61,Sorghum
21.7,52.7,22.8,17.34,51.7,7.05,496.7,Loamy,Rabi,East India,50.63,Available,7.61,Lentil
66.9,56.6,45.5,8.88,45.75,6.18,254.11,Loamy,Rabi,North India,40.83,Available,8.54,Mustard
94.0,50.7,41.8,25.19,48.87,7.23,1022.25,Loamy,Kharif,North India,58.51,Available,9.47,Maize
38.4,54.1,39.2,21.12,55.96,6.46,413.11,Black Soil,Rabi,Central India,36.64,Rainfed,6.32,Chickpea
95.3,49.3,78.2,36.35,69.36,6.72,897.13,Loamy,Whole Year,North India,45.9,Available,8.78,Mango
88.0,62.2,84.6,17.88,53.68,6.46,1121.12,Loamy,Rabi,South India,62.25,Available,8.13,Tomato
43.5,15.5,114.1,31.56,93.57,6.93,1141.34,Sandy,Whole Year,South India,76.38,Rainfed,9.55,Coconut
97.8,86.0,156.8,23.24,71.02,7.2,2534.81,Loamy,Whole Year,East India,61.83,Drip Irrigation,8.04,Banana
134.0,76.2,58.9,26.42,54.2,7.25,695.0,Black Soil,Kharif,Central India,56.22,Rainfed,9.22,Cotton
29.1,54.4,38.3,18.64,41.63,7.57,598.21,Loamy,Rabi,Central India,44.7,Rainfed,8.63,Chickpea
104.0,73.4,127.3,26.5,90.02,6.05,2041.34,Peaty,Whole Year,South India,72.19,Rainfed,6.84,Coffee
127.2,95.9,139.6,29.2,76.08,6.21,2402.43,Clay,Whole Year,South India,75.34,Drip Irrigation,7.58,Banana
121.0,81.0,112.4,17.48,62.82,6.44,939.93,Red Soil,Rabi,South India,54.95,Drip Irrigation,8.38,Tomato
79.6,39.8,67.4,21.75,79.0,5.01,2614.34,Peaty,Whole Year,South India,76.01,Rainfed,5.61,Tea
78.5,65.0,58.7,20.28,67.71,5.57,858.38,Loamy,Kharif,Central India,65.85,Available,8.17,Maize
59.9,45.3,36.7,14.71,52.72,7.13,457.13,Sandy,Rabi,North India,52.48,Available,9.94,Barley
62.3,38.9,45.6,30.69,48.4,7.34,667.01,Black Soil,Kharif,West India,40.54,Rainfed,8.02,Sorghum
44.7,23.7,32.5,31.99,51.82,6.59,372.58,Loamy,Kharif,Central India,41.94,Rainfed,10.87,Millet
79.1,34.1,63.5,30.88,49.79,6.98,629.83,Black Soil,Kharif,Central India,21.38,Rainfed,8.83,Sorghum
29.6,54.7,61.6,29.74,70.31,6.44,788.06,Red Soil,Kharif,West India,39.58,Available,8.56,Groundnut
101.4,68.7,98.9,24.77,74.37,5.75,702.41,Red Soil,Rabi,West India,56.83,Drip Irrigation,8.19,Tomato
141.8,79.1,74.1,27.77,76.0,6.91,1685.48,Loamy,Whole Year,South India,73.11,Available,7.41,Sugarcane
52.0,51.2,108.5,33.0,79.51,6.91,1648.22,Sandy,Whole Year,West India,68.64,Available,8.27,Coconut
72.0,49.9,34.6,27.18,55.72,6.75,661.03,Loamy,Kharif,West India,28.08,Rainfed,9.99,Sorghum
81.4,49.5,56.6,21.7,49.21,6.84,588.85,Loamy,Rabi,Himalayan Region,44.45,Available,7.61,Barley
77.3,42.0,38.5,30.88,76.49,6.5,2351.51,Clay,Kharif,East India,91.56,Available,6.69,Rice
59.0,37.3,39.9,31.27,53.4,6.55,766.03,Black Soil,Kharif,Central India,34.24,Rainfed,10.09,Sorghum
74.7,33.1,37.2,15.16,67.54,6.58,429.68,Loamy,Rabi,West India,49.27,Available,6.81,Mustard
58.4,41.1,137.8,26.12,81.91,6.56,1892.5,Sandy,Whole Year,West India,88.13,Rainfed,10.08,Coconut
64.2,34.7,37.6,14.17,48.32,7.58,652.08,Sandy,Rabi,Himalayan Region,43.25,Available,9.04,Barley
123.3,41.8,46.7,28.42,56.78,7.69,950.19,Black Soil,Kharif,West India,70.66,Rainfed,9.06,Cotton
141.8,51.4,64.4,22.05,82.23,4.93,2665.29,Peaty,Whole Year,East India,85.01,Available,6.52,Tea
129.5,77.5,165.9,26.76,81.63,6.67,1877.2,Loamy,Whole Year,West India,78.54,Available,7.19,Banana
101.2,47.6,102.7,20.21,70.01,5.49,2125.34,Peaty,Whole Year,South India,74.32,Rainfed,5.49,Coffee
82.9,49.9,36.7,36.67,48.16,6.9,416.1,Loamy,Rabi,West India,45.74,Rainfed,10.58,Sorghum
86.2,62.4,37.5,25.62,85.99,6.27,1901.67,Clay,Kharif,North India,89.56,Available,6.28,Rice
77.2,75.6,56.6,29.17,52.06,7.44,1175.8,Red Soil,Whole Year,South India,65.4,Available,6.95,Mango
30.5,50.8,28.6,20.24,45.39,7.06,596.96,Black Soil,Rabi,North India,43.41,Available,9.4,Chickpea
77.8,42.2,140.4,27.93,90.63,6.58,1631.19,Loamy,Whole Year,West India,68.17,Rainfed,9.24,Coconut
95.5,55.1,100.0,17.77,76.02,5.92,2043.44,Loamy,Whole Year,South India,77.2,Available,7.51,Coffee
83.7,50.1,42.4,16.95,56.78,7.1,527.59,Loamy,Rabi,Himalayan Region,37.88,Rainfed,7.59,Barley
25.2,53.0,54.6,26.86,68.81,6.86,399.34,Loamy,Kharif,West India,37.99,Rainfed,9.24,Groundnut
63.5,40.6,39.6,18.82,50.58,7.5,392.22,Loamy,Rabi,North India,42.13,Available,8.72,Barley
84.8,44.2,37.7,15.04,60.56,6.89,457.12,Loamy,Rabi,North India,45.47,Available,9.04,Mustard
104.6,78.1,117.7,21.77,68.39,6.28,647.28,Loamy,Rabi,South India,57.24,Available,8.75,Tomato
107.3,45.8,96.8,19.57,92.41,5.8,2162.11,Peaty,Whole Year,South India,76.88,Available,6.99,Coffee
55.3,44.6,158.0,25.43,81.6,6.91,1648.08,Sandy,Whole Year,South India,82.22,Rainfed,9.76,Coconut
161.5,62.6,83.8,30.96,82.07,6.38,1774.08,Clay,Whole Year,North India,78.98,Available,8.62,Sugarcane
61.4,13.7,31.9,28.11,56.27,6.76,355.42,Loamy,Kharif,Central India,33.5,Rainfed,10.0,Millet
71.3,46.9,33.3,19.26,41.21,6.86,686.51,Loamy,Rabi,North India,45.06,Available,6.66,Barley
74.8,45.4,38.3,26.9,60.35,6.44,1200.24,Loamy,Kharif,Central India,51.45,Rainfed,8.77,Maize
80.2,63.9,84.8,32.27,71.57,6.75,1496.93,Loamy,Whole Year,North India,63.16,Rainfed,8.59,Mango
136.1,49.2,52.8,19.41,37.99,7.54,663.2,Loamy,Rabi,North India,51.75,Available,7.0,Wheat
102.9,48.3,90.2,20.01,65.8,6.08,2322.82,Peaty,Whole Year,South India,80.41,Rainfed,5.24,Coffee
35.8,64.6,36.3,17.6,46.96,6.57,390.19,Black Soil,Rabi,Central India,32.45,Available,8.71,Chickpea
35.6,63.7,51.4,30.45,57.01,6.42,719.25,Sandy,Kharif,West India,40.5,Available,9.07,Groundnut
106.4,50.1,44.7,29.89,84.03,5.41,1861.58,Clay,Kharif,East India,71.21,Rainfed,7.84,Rice
160.6,77.7,82.9,31.21,62.28,6.78,1871.29,Loamy,Whole Year,West India,76.49,Canal Irrigation,8.79,Sugarcane
35.9,63.5,66.3,29.18,80.63,6.11,811.22,Black Soil,Kharif,Central India,48.91,Rainfed,8.34,Soybean
65.0,43.3,35.7,15.64,56.07,6.94,517.14,Sandy,Rabi,Himalayan Region,41.83,Rainfed,7.55,Barley
120.1,57.2,53.4,25.54,92.14,5.09,2436.95,Peaty,Whole Year,Himalayan Region,80.75,Rainfed,5.86,Tea
29.8,65.4,49.0,27.12,65.59,5.7,937.37,Loamy,Kharif,West India,48.43,Rainfed,7.36,Soybean
23.5,56.2,25.9,24.07,60.3,7.27,528.85,Black Soil,Rabi,North India,47.89,Available,7.79,Chickpea
42.1,47.7,41.3,17.39,56.16,7.23,457.1,Loamy,Rabi,North India,43.58,Available,6.33,Mustard
124.7,43.8,41.6,21.0,76.46,7.01,706.55,Black Soil,Kharif,West India,58.05,Available,9.39,Cotton
103.0,92.1,120.5,16.32,73.44,6.16,600.23,Loamy,Rabi,North India,67.15,Drip Irrigation,9.01,Potato
63.8,35.5,19.5,15.11,53.03,7.05,468.31,Loamy,Rabi,North India,48.6,Rainfed,7.53,Barley
90.1,73.3,91.9,21.19,73.14,7.04,858.14,Loamy,Kharif,West India,61.67,Available,9.45,Tomato
81.8,59.3,36.6,13.32,68.08,7.07,409.21,Loamy,Rabi,West India,44.0,Available,9.02,Mustard
38.6,62.4,41.0,21.89,38.99,6.91,442.58,Loamy,Rabi,Central India,37.79,Rainfed,8.43,Chickpea
124.1,51.4,63.6,21.44,67.06,6.82,888.3,Loamy,Kharif,Central India,58.45,Drip Irrigation,9.92,Cotton
49.1,37.1,36.2,26.87,46.07,7.36,599.01,Red Soil,Kharif,Central India,40.41,Rainfed,7.93,Millet
155.9,87.9,74.6,29.93,66.66,7.0,2353.45,Loamy,Whole Year,South India,79.6,Available,7.66,Sugarcane
84.4,61.1,37.3,25.31,83.59,6.19,2264.14,Clay,Kharif,East India,67.36,Available,5.89,Rice
94.2,46.2,40.4,22.69,80.93,6.41,2188.03,Loamy,Kharif,North India,77.32,Available,5.53,Rice
43.2,63.8,34.1,21.55,50.13,7.32,342.67,Loamy,Rabi,North India,43.13,Rainfed,8.57,Chickpea
142.1,98.6,167.2,29.09,80.02,7.01,2199.01,Loamy,Whole Year,East India,76.64,Drip Irrigation,6.81,Banana
134.7,56.8,67.6,30.98,72.41,7.06,1989.13,Loamy,Whole Year,West India,69.6,Canal Irrigation,7.42,Sugarcane
87.8,35.4,32.5,14.85,56.09,7.53,446.73,Loamy,Rabi,Himalayan Region,45.46,Available,7.56,Barley
72.1,53.8,38.0,18.67,56.47,6.73,497.09,Loamy,Rabi,North India,47.03,Available,8.02,Mustard
89.3,58.3,94.3,24.17,69.02,6.13,1094.7,Loamy,Whole Year,North India,53.59,Available,9.51,Tomato
31.1,53.9,45.8,33.57,56.91,6.79,601.23,Sandy,Kharif,South India,45.85,Rainfed,7.4,Groundnut
103.1,51.3,33.4,20.76,93.89,6.78,688.7,Loamy,Rabi,Central India,65.28,Available,6.85,Maize
113.8,49.0,25.0,27.67,69.09,5.84,1692.8,Loamy,Kharif,North India,90.52,Available,8.1,Rice
96.7,55.5,56.1,21.95,89.12,6.1,2000.37,Loamy,Kharif,East India,78.18,Available,5.8,Rice
59.9,42.8,29.0,19.11,48.82,7.13,395.54,Loamy,Rabi,North India,41.87,Available,7.16,Mustard
30.3,46.2,107.7,28.76,80.71,6.61,1910.79,Loamy,Whole Year,South India,81.61,Available,8.7,Coconut
29.3,75.5,51.2,25.53,66.17,6.61,1085.85,Black Soil,Kharif,Central India,66.54,Rainfed,7.8,Soybean
140.1,43.0,38.3,25.33,57.35,7.57,776.78,Loamy,Kharif,West India,48.46,Available,8.53,Cotton
118.1,104.6,131.1,28.96,82.11,6.7,1897.45,Clay,Whole Year,West India,72.35,Available,8.25,Banana
165.4,74.1,83.6,32.72,76.21,6.24,1818.95,Loamy,Whole Year,South India,71.29,Available,7.94,Sugarcane
49.7,32.8,145.7,29.65,81.2,6.26,2068.07,Loamy,Whole Year,South India,49.08,Rainfed,9.97,Coconut
48.4,73.7,35.5,18.51,74.82,6.78,985.32,Black Soil,Kharif,West India,59.05,Rainfed,7.84,Soybean
147.3,55.0,61.3,27.23,61.74,7.18,829.95,Black Soil,Kharif,West India,46.01,Rainfed,9.73,Cotton
112.4,58.0,100.2,24.06,74.83,7.26,884.79,Loamy,Whole Year,South India,61.93,Available,8.56,Tomato
20.6,58.2,37.3,17.4,48.5,7.02,459.67,Loamy,Rabi,North India,38.38,Rainfed,9.94,Lentil
48.1,75.8,58.1,29.5,60.72,6.43,831.99,Black Soil,Kharif,West India,56.58,Available,7.01,Soybean
34.5,94.2,47.0,22.55,69.6,6.98,586.29,Black Soil,Kharif,West India,59.06,Rainfed,6.3,Soybean
111.6,72.2,113.4,28.03,72.07,6.6,751.49,Loamy,Kharif,South India,76.02,Available,9.63,Tomato
97.9,52.4,70.5,21.27,84.62,5.09,2915.34,Peaty,Whole Year,Himalayan Region,74.34,Rainfed,5.94,Tea
45.8,23.1,32.3,26.14,28.37,6.11,496.19,Sandy,Kharif,West India,33.12,Rainfed,9.35,Millet
82.8,46.4,42.9,22.61,46.43,7.55,381.93,Sandy,Rabi,North India,38.75,Available,7.88,Barley
104.4,94.0,159.8,19.4,62.91,5.8,643.17,Loamy,Rabi,East India,69.22,Available,7.91,Potato
86.3,43.7,36.1,26.01,74.29,6.51,1787.85,Loamy,Kharif,South India,70.28,Available,7.74,Rice
128.2,67.3,52.9,30.06,64.28,7.72,952.77,Black Soil,Kharif,West India,28.06,Available,8.88,Cotton
28.6,43.3,25.4,17.66,51.62,6.97,526.04,Silty,Rabi,North India,45.0,Rainfed,6.74,Lentil
101.5,46.8,49.6,24.74,72.72,7.12,2279.69,Loamy,Kharif,East India,74.09,Canal Irrigation,5.1,Rice
110.8,60.2,77.0,24.5,72.98,6.34,1095.92,Red Soil,Kharif,West India,75.9,Available,8.45,Tomato
127.7,51.6,89.8,22.87,95.01,4.94,2812.49,Peaty,Whole Year,East India,79.63,Available,6.66,Tea
76.7,50.4,104.0,25.38,76.23,5.27,2100.2,Loamy,Whole Year,South India,62.49,Rainfed,5.97,Coffee
104.5,65.7,138.2,18.98,75.36,5.64,561.53,Loamy,Rabi,North India,57.14,Available,5.4,Potato
150.7,65.7,64.0,29.16,56.09,6.96,760.85,Black Soil,Kharif,West India,58.89,Drip Irrigation,10.03,Cotton
100.3,82.7,111.3,24.94,79.4,6.16,1220.99,Loamy,Rabi,South India,71.13,Available,8.56,Tomato
51.4,48.1,32.7,14.71,46.91,7.39,550.26,Loamy,Rabi,North India,40.3,Available,8.77,Barley
54.6,48.4,156.3,29.82,78.12,6.06,1776.05,Loamy,Whole Year,South India,63.53,Available,8.36,Coconut
119.6,67.5,56.6,23.32,57.89,6.92,638.65,Loamy,Kharif,West India,44.27,Rainfed,9.98,Cotton
80.8,33.7,44.1,26.63,46.22,8.23,697.73,Loamy,Kharif,South India,44.35,Rainfed,9.33,Sorghum
95.8,55.8,39.7,20.35,62.59,5.85,752.41,Red Soil,Kharif,North India,64.11,Available,7.51,Maize
47.2,66.7,29.2,24.24,60.05,7.29,588.54,Loamy,Rabi,Central India,43.42,Available,8.16,Chickpea
42.1,30.1,30.7,25.74,43.0,6.21,373.09,Sandy,Kharif,Central India,33.72,Available,8.08,Sorghum
57.1,43.2,34.1,15.03,54.18,7.86,582.87,Loamy,Rabi,Himalayan Region,38.19,Available,7.13,Barley
34.8,70.5,65.6,23.78,70.22,6.19,625.64,Loamy,Kharif,West India,49.55,Rainfed,9.39,Groundnut
69.1,86.5,138.4,19.23,68.01,5.7,493.4,Loamy,Rabi,North India,60.03,Available,6.85,Potato
105.7,46.9,69.6,31.42,70.44,7.09,1629.95,Loamy,Whole Year,West India,55.64,Rainfed,8.56,Mango
112.2,47.8,45.1,17.55,83.37,4.87,2627.78,Loamy,Whole Year,East India,72.63,Rainfed,3.73,Tea
40.2,48.5,34.9,23.19,35.46,7.76,508.31,Loamy,Rabi,Central India,40.47,Rainfed,9.18,Chickpea
46.6,37.3,59.6,24.67,69.95,7.02,875.63,Loamy,Zaid,South India,45.87,Rainfed,8.7,Groundnut
114.7,56.6,75.9,26.09,73.56,4.55,2424.22,Peaty,Whole Year,South India,85.17,Rainfed,5.89,Tea
43.0,54.9,35.1,18.17,60.26,7.69,569.26,Loamy,Rabi,Central India,46.44,Available,6.54,Chickpea
93.5,48.2,41.6,15.4,58.32,6.84,442.69,Loamy,Rabi,North India,45.5,Rainfed,8.71,Mustard
16.3,57.1,27.0,17.45,59.87,6.48,431.25,Silty,Rabi,North India,49.92,Rainfed,6.66,Lentil
119.0,61.2,41.5,14.38,68.46,6.27,876.57,Clay,Rabi,West India,64.93,Available,8.24,Wheat
51.0,31.6,122.6,33.75,84.45,6.43,1751.73,Sandy,Whole Year,South India,69.77,Available,7.81,Coconut
